serial_number,name_of_facility,type_of_facility_select_one_of_phc_secondary_tertiary_pfp_fbo,presumptive_classification_presumptive_ds_tb,presumptive_classification_presumptive_dr_tb,presumptive_examined_for_diagnosis,presumptive_examinations_xpert,presumptive_examinations_afb,presumptive_examinations_tb_lamp_lf_lam_and_others,presumptive_examinations_screened_with_x_ray,presumptive_bacteriologically_positive_xpert_positive,presumptive_bacteriologically_positive_smear_positive,presumptive_bacteriologically_positive_tb_lamp_lf_lam_positive,presumptive_chest_x_ray_suggestive,presumptive_total_diagnosed,presumptive_rifampicin_resistant_cases,presumptive_previously_known_hiv_status_positive,presumptive_previously_known_hiv_status_negative,presumptive_hiv_status_positive,presumptive_hiv_status_negative,presumptive_hiv_status_unknown,presumptive_no_of_presumptive_that_are_hc_ws,presumptive_referred_from_the_community,presumptive_referred_from_ppm,confirmed_pulmonary_tb_cases_new,confirmed_pulmonary_tb_cases_relapse,confirmed_pulmonary_tb_cases_tx_history_unknown,confirmed_pulmonary_tb_cases_all_other_retreatment_tb_cases,confirmed_eptb_cases_new,confirmed_eptb_cases_relapse,confirmed_eptb_cases_tx_history_unknown,confirmed_eptb_cases_all_other_retreatment_tb_cases,total_tb_cases,previously_known_hiv_status_positive,previously_known_hiv_status_negative,previously_unknown_hiv_status_tested_for_hiv_positive,previously_unknown_hiv_status_tested_for_hiv_negative,previously_unknown_hiv_status_not_tested,bacteriologically_diagnosed_xpert_positive,bacteriologically_diagnosed_smear_positive,bacteriologically_diagnosed_tb_lamp_positive,bacteriologically_diagnosed_lf_lam_positive,clinically_diagnosed_x_ray_other_clinical_diagnosis,no_of_health_care_workers_diagnosed_with_tb,community_activity_referred_from_the_community,community_activity_managed_by_treatment_supporter,quarter,lga,year,presumptive_bacteriologically_positive_truenat_positive,presumptive_examinations_truenat,bacteriologically_diagnosed_truenat_positive,presumptive_no_of_presumptive_that_are_positive_for_covid_19,presumptive_no_of_presumptive_that_are_tested_for_covid_19,presumptive_other_clinical_diagnosis,no_of_tb_patients_with_covid_19_infection,facility,zones,states,lgas,lat,lon
15,HEALTH CLINIC KAMFANIN DOKA,PHC,123,0,123,90,33,0,0,10,7,0,0,17,0,0,0,1,122,0,0,117,0,17,0,0,0,0,0,0,0,17,0,0,1,16,0,10,7,0,0,0,0,17,6,4,Birin gwari,2022,0,0,0,0,0,0,0,Hckamfanindoka,,,,10.63618,6.56106
16,HEALTH CLINIC KAMFANIN DOKA,PHC,20,0,20,0,5,0,15,0,12,0,3,15,0,0,0,0,5,15,0,20,0,15,0,0,0,0,0,0,0,15,0,0,0,15,0,0,12,0,0,3,0,5,5,1,Birin gwari,2023,0,0,0,0,0,0,0,Hckamfanindoka,,,,10.63618,6.56106
17,HEALTH CLINIC KAMFANIN DOKA,PHC,202,0,202,102,0,0,100,8,0,0,15,23,0,0,0,0,0,202,0,22,0,23,0,0,0,0,0,0,0,23,0,0,0,23,0,8,0,0,0,15,0,22,2,2,Birin gwari,2023,0,0,0,0,0,0,0,Hckamfanindoka,,,,10.63618,6.56106
18,HEALTH CLINIC KUNGI,PHC,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Birin gwari,2021,0,0,0,0,0,0,0,Hckungi,,,,10.66423,6.53666
19,HEALTH CLINIC KUNGI,PHC,78,0,78,48,0,0,30,4,0,0,2,6,0,0,0,0,31,47,0,67,0,6,0,0,0,0,0,0,0,6,0,0,0,6,0,4,0,0,0,2,0,6,0,2,Birin gwari,2021,0,0,0,0,0,0,0,Hckungi,,,,10.66423,6.53666
20,HEALTH CLINIC KUNGI,PHC,24,0,24,22,0,0,2,6,0,0,0,6,0,0,0,0,0,24,0,8,0,6,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,6,0,3,Birin gwari,2021,0,0,0,0,0,0,0,Hckungi,,,,10.66423,6.53666
21,HEALTH CLINIC KUNGI,PHC,24,0,24,23,0,0,0,2,0,0,1,3,0,0,0,0,3,21,0,22,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,1,0,2,1,4,Birin gwari,2021,0,0,0,0,0,0,0,Hckungi,,,,10.66423,6.53666
1,HEALTH CLINIC KUNGI,PHC,40,0,40,36,4,0,0,3,0,0,1,4,0,0,0,0,40,0,0,36,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,3,1,Birin gwari,2022,0,0,0,0,0,0,0,Hckungi,,,,10.66423,6.53666
2,HEALTH CLINIC KUNGI,PHC,30,0,30,30,0,0,0,4,0,0,0,4,0,0,0,0,20,10,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,4,0,2,Birin gwari,2022,0,0,0,0,0,0,0,Hckungi,,,,10.66423,6.53666
3,HEALTH CLINIC KUNGI,PHC,44,0,44,24,20,0,0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3,Birin gwari,2022,0,0,0,0,0,1,0,Hckungi,,,,10.66423,6.53666
4,HEALTH CLINIC KUNGI,PHC,78,0,78,47,21,0,0,3,0,0,0,3,0,0,0,0,78,0,0,50,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,4,Birin gwari,2022,0,0,0,0,0,0,0,Hckungi,,,,10.66423,6.53666
5,HEALTH CLINIC KUNGI,PHC,98,0,98,0,18,0,80,0,0,0,2,2,0,0,0,0,2,98,0,100,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,2,1,Birin gwari,2023,0,0,0,0,0,0,0,Hckungi,,,,10.66423,6.53666
6,HEALTH CLINIC KUNGI,PHC,44,0,44,0,30,0,14,0,3,0,1,4,0,0,0,0,0,44,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,1,0,4,4,2,Birin gwari,2023,0,0,0,0,0,0,0,Hckungi,,,,10.66423,6.53666
7,HEALTH CLINIC SABON LAYI,PHC,45,0,45,45,0,0,0,2,0,0,0,2,0,0,0,0,0,45,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,1,Birin gwari,2021,0,0,0,0,0,0,0,Hcsabonlayi,NWZ,Kaduna,Kudan,10.6500857,6.3571794
8,HEALTH CLINIC SABON LAYI,PHC,72,0,72,26,0,0,44,1,0,0,5,6,0,0,0,0,22,50,0,22,0,6,0,0,0,0,0,0,0,6,0,0,0,6,0,1,0,0,0,5,0,4,2,2,Birin gwari,2021,0,0,0,0,0,0,0,Hcsabonlayi,NWZ,Kaduna,Kudan,10.6500857,6.3571794
9,HEALTH CLINIC SABON LAYI,PHC,76,0,76,56,14,0,6,4,0,0,0,4,0,0,0,0,0,76,0,40,2,4,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,4,0,3,Birin gwari,2021,0,0,0,0,0,0,0,Hcsabonlayi,NWZ,Kaduna,Kudan,10.6500857,6.3571794
10,HEALTH CLINIC SABON LAYI,PHC,270,0,270,206,0,0,0,26,0,0,0,26,0,0,0,0,26,244,0,148,0,26,0,0,0,0,0,0,0,26,0,0,0,26,0,26,0,0,0,0,0,26,0,4,Birin gwari,2021,0,0,0,0,0,0,0,Hcsabonlayi,NWZ,Kaduna,Kudan,10.6500857,6.3571794
11,HEALTH CLINIC SABON LAYI,PHC,45,0,45,93,0,0,2,8,0,0,0,8,0,0,0,0,45,0,0,43,0,8,0,0,0,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,0,8,8,1,Birin gwari,2022,0,0,0,0,0,0,0,Hcsabonlayi,NWZ,Kaduna,Kudan,10.6500857,6.3571794
12,HEALTH CLINIC SABON LAYI,PHC,50,0,50,46,4,0,0,8,0,0,0,8,0,0,0,0,21,29,0,50,0,8,0,0,0,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,0,8,8,2,Birin gwari,2022,0,0,0,0,0,0,0,Hcsabonlayi,NWZ,Kaduna,Kudan,10.6500857,6.3571794
13,HEALTH CLINIC SABON LAYI,PHC,66,0,66,20,40,0,6,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Birin gwari,2022,0,0,0,0,0,0,0,Hcsabonlayi,NWZ,Kaduna,Kudan,10.6500857,6.3571794
14,HEALTH CLINIC SABON LAYI,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Birin gwari,2022,0,0,0,0,0,0,0,Hcsabonlayi,NWZ,Kaduna,Kudan,10.6500857,6.3571794
15,HEALTH CLINIC SABON LAYI,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Birin gwari,2023,0,0,0,0,0,0,0,Hcsabonlayi,NWZ,Kaduna,Kudan,10.6500857,6.3571794
16,HEALTH CLINIC SABON LAYI,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Birin gwari,2023,0,0,0,0,0,0,0,Hcsabonlayi,NWZ,Kaduna,Kudan,10.6500857,6.3571794
17,HEALTH CLINIC UNG. NACHIBI,PHC,60,0,60,48,12,0,0,4,0,0,0,4,0,0,0,0,0,60,0,0,1,4,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,1,Birin gwari,2021,0,0,0,0,0,0,0,Hcungnachibi,,,,11.08642,6.79447
18,HEALTH CLINIC UNG. NACHIBI,PHC,130,0,130,122,0,0,7,17,0,0,3,20,0,0,0,0,33,97,0,94,0,20,0,0,0,0,0,0,0,20,0,0,0,20,0,17,0,0,0,3,0,20,0,2,Birin gwari,2021,0,0,0,0,0,0,0,Hcungnachibi,,,,11.08642,6.79447
19,HEALTH CLINIC UNG. NACHIBI,PHC,69,0,69,59,3,0,7,8,0,0,1,9,0,0,0,0,0,69,0,35,1,9,0,0,0,0,0,0,0,9,0,0,0,9,0,8,0,0,0,1,0,8,0,3,Birin gwari,2021,0,0,0,0,0,0,0,Hcungnachibi,,,,11.08642,6.79447
20,HEALTH CLINIC UNG. NACHIBI,PHC,132,0,132,121,0,0,0,11,0,0,0,11,0,0,0,1,10,121,0,121,0,11,0,0,0,0,0,0,0,11,0,0,1,10,0,11,0,0,0,0,0,11,0,4,Birin gwari,2021,0,0,0,0,0,0,0,Hcungnachibi,,,,11.08642,6.79447
21,HEALTH CLINIC UNG. NACHIBI,PHC,211,0,211,150,15,0,46,21,0,0,0,21,0,0,0,1,210,0,0,150,0,21,0,0,0,0,0,0,0,21,0,0,1,20,0,21,0,0,0,0,0,19,21,1,Birin gwari,2022,0,0,0,0,0,0,0,Hcungnachibi,,,,11.08642,6.79447
22,HEALTH CLINIC UNG. NACHIBI,PHC,130,20,150,110,8,0,2,12,0,0,1,13,0,0,0,0,110,40,0,130,0,13,0,0,0,0,0,0,0,13,0,0,0,13,0,12,0,0,0,1,0,13,13,2,Birin gwari,2022,0,0,0,0,0,0,0,Hcungnachibi,,,,11.08642,6.79447
23,HEALTH CLINIC UNG. NACHIBI,PHC,387,0,387,127,160,0,100,4,3,0,0,10,0,0,0,0,387,0,0,8,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,4,3,0,0,3,0,7,3,3,Birin gwari,2022,0,0,0,0,0,3,0,Hcungnachibi,,,,11.08642,6.79447
24,HEALTH CLINIC UNG. NACHIBI,PHC,79,0,79,21,28,0,30,4,6,0,4,14,0,0,0,0,79,0,0,64,0,14,0,0,0,0,0,0,0,14,0,0,0,14,0,4,6,0,0,4,0,14,0,4,Birin gwari,2022,0,0,0,0,0,0,0,Hcungnachibi,,,,11.08642,6.79447
25,HEALTH CLINIC UNG. NACHIBI,PHC,163,0,163,0,29,0,134,0,0,0,20,20,0,0,0,2,18,145,0,165,0,20,0,0,0,0,0,0,0,20,0,0,1,19,0,0,0,0,0,20,0,20,20,1,Birin gwari,2023,0,0,0,0,0,0,0,Hcungnachibi,,,,11.08642,6.79447
26,HEALTH CLINIC UNG. NACHIBI,PHC,138,0,138,58,0,0,80,8,0,0,14,22,0,0,0,2,0,136,0,20,0,22,0,0,0,0,0,0,0,22,0,0,2,20,0,8,0,0,0,14,0,20,10,2,Birin gwari,2023,0,0,0,0,0,0,0,Hcungnachibi,,,,11.08642,6.79447
27,HEALTH CLINIC UNGUWAN HAIDU,PHC,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Birin gwari,2021,0,0,0,0,0,0,0,Hcunguwanhaidu,,,,10.66777,6.53769
28,HEALTH CLINIC UNGUWAN HAIDU,PHC,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Birin gwari,2021,0,0,0,0,0,0,0,Hcunguwanhaidu,,,,10.66777,6.53769
29,HEALTH CLINIC UNGUWAN HAIDU,PHC,41,0,41,38,1,0,2,0,0,0,0,0,0,0,0,0,0,41,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Birin gwari,2021,0,0,0,0,0,0,0,Hcunguwanhaidu,,,,10.66777,6.53769
30,HEALTH CLINIC UNGUWAN HAIDU,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Birin gwari,2021,0,0,0,0,0,0,0,Hcunguwanhaidu,,,,10.66777,6.53769
31,HEALTH CLINIC UNGUWAN HAIDU,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Birin gwari,2022,0,0,0,0,0,0,0,Hcunguwanhaidu,,,,10.66777,6.53769
32,HEALTH CLINIC UNGUWAN HAIDU,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Birin gwari,2022,0,0,0,0,0,0,0,Hcunguwanhaidu,,,,10.66777,6.53769
33,HEALTH CLINIC UNGUWAN HAIDU,PHC,93,0,93,51,22,0,20,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Birin gwari,2022,0,0,0,0,0,0,0,Hcunguwanhaidu,,,,10.66777,6.53769
34,HEALTH CLINIC UNGUWAN HAIDU,PHC,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Birin gwari,2022,0,0,0,0,0,0,0,Hcunguwanhaidu,,,,10.66777,6.53769
35,HEALTH CLINIC UNGUWAN HAIDU,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Birin gwari,2023,0,0,0,0,0,0,0,Hcunguwanhaidu,,,,10.66777,6.53769
36,HEALTH CLINIC UNGUWAN HAIDU,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Birin gwari,2023,0,0,0,0,0,0,0,Hcunguwanhaidu,,,,10.66777,6.53769
37,JMMH,SECONDARY,115,0,115,50,19,0,0,7,0,0,7,14,0,0,0,0,0,115,0,100,0,14,0,0,0,0,0,0,0,14,0,0,0,14,0,7,0,0,0,7,0,12,2,1,Birin gwari,2021,0,0,0,0,0,0,0,Jmmh,NWZ,Kaduna,Birin gwari,10.65841,6.5347483
38,JMMH,SECONDARY,198,0,198,96,0,0,101,0,0,0,1,1,0,0,0,0,38,160,0,51,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,2,Birin gwari,2021,0,0,0,0,0,0,0,Jmmh,NWZ,Kaduna,Birin gwari,10.65841,6.5347483
39,JMMH,SECONDARY,66,0,66,50,9,0,7,4,0,0,0,4,0,0,0,0,0,66,0,45,3,4,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,3,Birin gwari,2021,0,0,0,0,0,0,0,Jmmh,NWZ,Kaduna,Birin gwari,10.65841,6.5347483
40,JMMH,SECONDARY,140,0,140,98,0,0,0,0,0,0,4,4,0,0,0,0,4,136,0,58,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,4,1,4,Birin gwari,2021,0,0,0,0,0,0,0,Jmmh,NWZ,Kaduna,Birin gwari,10.65841,6.5347483
41,JMMH,SECONDARY,150,0,150,85,5,0,50,10,0,0,5,15,0,0,0,0,150,0,0,85,0,15,0,0,0,0,0,0,0,15,0,0,0,15,0,10,0,0,0,5,0,15,15,1,Birin gwari,2022,0,0,0,0,0,0,0,Jmmh,NWZ,Kaduna,Birin gwari,10.65841,6.5347483
42,JMMH,SECONDARY,280,0,280,102,118,0,60,6,8,0,3,17,0,0,0,0,24,256,34,280,0,17,0,0,0,0,0,0,0,17,0,0,0,17,0,6,8,0,0,3,0,17,17,2,Birin gwari,2022,0,0,0,0,0,0,0,Jmmh,NWZ,Kaduna,Birin gwari,10.65841,6.5347483
43,JMMH,SECONDARY,270,0,270,102,98,0,70,6,8,0,0,25,0,0,0,0,270,0,0,13,2,25,0,0,0,0,0,0,0,25,0,0,0,25,0,6,8,0,0,11,0,13,10,3,Birin gwari,2022,0,0,0,0,0,11,0,Jmmh,NWZ,Kaduna,Birin gwari,10.65841,6.5347483
44,JMMH,SECONDARY,143,0,143,73,10,0,50,9,1,0,3,13,0,0,0,0,143,0,0,102,11,13,0,0,0,0,0,0,0,13,0,0,0,13,0,9,1,0,0,3,0,2,13,4,Birin gwari,2022,0,0,0,0,0,0,0,Jmmh,NWZ,Kaduna,Birin gwari,10.65841,6.5347483
45,JMMH,SECONDARY,157,0,157,0,47,0,110,0,6,0,11,17,0,0,0,0,17,140,0,175,6,17,0,0,0,0,0,0,0,17,0,0,0,17,0,0,6,0,0,11,0,12,11,1,Birin gwari,2023,0,0,0,0,0,0,0,Jmmh,NWZ,Kaduna,Birin gwari,10.65841,6.5347483
46,JMMH,SECONDARY,150,0,150,30,40,0,80,4,0,0,6,10,0,0,0,1,0,149,0,8,2,10,0,0,0,0,0,0,0,10,0,0,1,9,0,4,0,0,0,6,0,8,8,2,Birin gwari,2023,0,0,0,0,0,0,0,Jmmh,NWZ,Kaduna,Birin gwari,10.65841,6.5347483
47,MCHC,PHC,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Birin gwari,2021,0,0,0,0,0,0,0,Mchc,NWZ,Kaduna,Birin gwari,10.6643628,6.5430651
48,MCHC,PHC,128,0,128,88,0,0,40,1,0,0,1,2,0,0,0,0,28,100,0,34,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,2,0,2,Birin gwari,2021,0,0,0,0,0,0,0,Mchc,NWZ,Kaduna,Birin gwari,10.6643628,6.5430651
49,MCHC,PHC,52,0,52,49,0,0,3,2,0,0,0,2,0,0,0,0,0,52,0,24,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,3,Birin gwari,2021,0,0,0,0,0,0,0,Mchc,NWZ,Kaduna,Birin gwari,10.6643628,6.5430651
50,MCHC,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Birin gwari,2021,0,0,0,0,0,0,0,Mchc,NWZ,Kaduna,Birin gwari,10.6643628,6.5430651
51,MCHC,PHC,100,0,100,88,0,0,0,9,0,0,0,9,0,0,0,0,100,0,0,89,0,9,0,0,0,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,9,9,1,Birin gwari,2022,0,0,0,0,0,0,0,Mchc,NWZ,Kaduna,Birin gwari,10.6643628,6.5430651
52,MCHC,PHC,100,0,100,88,0,0,12,9,0,0,1,10,0,0,0,0,12,88,0,100,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,9,0,0,0,1,0,8,2,2,Birin gwari,2022,0,0,0,0,0,0,0,Mchc,NWZ,Kaduna,Birin gwari,10.6643628,6.5430651
53,MCHC,PHC,342,0,342,241,101,0,0,2,2,0,0,4,0,0,0,0,342,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,2,2,0,0,0,0,2,4,3,Birin gwari,2022,0,0,0,0,0,0,0,Mchc,NWZ,Kaduna,Birin gwari,10.6643628,6.5430651
54,MCHC,PHC,90,0,90,11,88,0,0,0,9,0,0,9,0,0,0,0,90,0,0,88,0,9,0,0,0,0,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,4,Birin gwari,2022,0,0,0,0,0,0,0,Mchc,NWZ,Kaduna,Birin gwari,10.6643628,6.5430651
55,MCHC,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Birin gwari,2023,0,0,0,0,0,0,0,Mchc,NWZ,Kaduna,Birin gwari,10.6643628,6.5430651
56,MCHC,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Birin gwari,2023,0,0,0,0,0,0,0,Mchc,NWZ,Kaduna,Birin gwari,10.6643628,6.5430651
57,PHC DAMARI,PHC,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Birin gwari,2021,0,0,0,0,0,0,0,Phcdamari,,,,11.04838,6.99671
58,PHC DAMARI,PHC,25,0,25,10,0,0,15,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Birin gwari,2021,0,0,0,0,0,0,0,Phcdamari,,,,11.04838,6.99671
59,PHC DAMARI,PHC,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Birin gwari,2021,0,0,0,0,0,0,0,Phcdamari,,,,11.04838,6.99671
60,PHC DAMARI,PHC,13,0,13,13,0,0,0,1,0,0,0,1,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4,Birin gwari,2021,0,0,0,0,0,0,0,Phcdamari,,,,11.04838,6.99671
61,PHC DAMARI,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Birin gwari,2022,0,0,0,0,0,0,0,Phcdamari,,,,11.04838,6.99671
62,PHC DAMARI,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Birin gwari,2022,0,0,0,0,0,0,0,Phcdamari,,,,11.04838,6.99671
63,PHC DAMARI,PHC,41,0,41,32,9,0,0,7,2,0,0,9,0,0,0,0,41,0,0,9,0,9,0,0,0,0,0,0,0,9,0,0,0,9,0,7,2,0,0,0,0,9,0,3,Birin gwari,2022,0,0,0,0,0,0,0,Phcdamari,,,,11.04838,6.99671
64,PHC DAMARI,PHC,70,0,70,0,65,0,5,0,4,0,1,5,0,0,0,0,70,0,0,65,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,0,0,1,0,5,0,4,Birin gwari,2022,0,0,0,0,0,0,0,Phcdamari,,,,11.04838,6.99671
65,PHC DAMARI,PHC,202,0,202,0,87,0,115,0,5,0,10,15,0,0,0,0,15,187,0,202,0,15,0,0,0,0,0,0,0,15,0,0,0,15,0,0,5,0,0,10,0,15,15,1,Birin gwari,2023,0,0,0,0,0,0,0,Phcdamari,,,,11.04838,6.99671
66,PHC DAMARI,PHC,102,0,102,50,52,0,0,5,6,0,0,11,0,0,0,0,0,102,0,10,0,11,0,0,0,0,0,0,0,11,0,0,0,11,0,5,4,0,0,2,0,10,8,2,Birin gwari,2023,0,0,0,0,0,0,0,Phcdamari,,,,11.04838,6.99671
67,PHC DOGON DAWA,PHC,35,0,35,35,0,0,0,3,0,0,0,3,0,0,0,0,0,35,0,30,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,2,1,1,Birin gwari,2021,0,0,0,0,0,0,0,Phcdogondawa,,,,11.03836,7.08122
68,PHC DOGON DAWA,PHC,135,0,135,35,0,0,100,2,0,0,1,3,0,0,0,0,28,107,0,40,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,1,0,0,3,2,Birin gwari,2021,0,0,0,0,0,0,0,Phcdogondawa,,,,11.03836,7.08122
69,PHC DOGON DAWA,PHC,37,0,37,32,3,0,2,2,0,0,0,2,0,0,0,0,0,37,0,10,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,3,Birin gwari,2021,0,0,0,0,0,0,0,Phcdogondawa,,,,11.03836,7.08122
1,PHC DOGON DAWA,PHC,73,0,73,70,0,0,0,3,0,0,0,3,0,0,0,0,3,70,0,31,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,4,Birin gwari,2021,0,0,0,0,0,0,0,Phcdogondawa,,,,11.03836,7.08122
2,PHC DOGON DAWA,PHC,80,0,80,53,0,0,27,8,0,0,0,8,0,0,0,0,80,0,0,53,0,8,0,0,0,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,0,8,8,1,Birin gwari,2022,0,0,0,0,0,0,0,Phcdogondawa,,,,11.03836,7.08122
3,PHC DOGON DAWA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Birin gwari,2022,0,0,0,0,0,0,0,Phcdogondawa,,,,11.03836,7.08122
4,PHC DOGON DAWA,PHC,96,0,96,55,41,0,0,0,5,0,0,5,0,0,0,0,96,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,3,Birin gwari,2022,0,0,0,0,0,0,0,Phcdogondawa,,,,11.03836,7.08122
5,PHC DOGON DAWA,PHC,120,0,120,30,20,0,70,0,0,0,8,8,0,0,0,0,120,0,0,108,0,8,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,7,8,4,Birin gwari,2022,0,0,0,0,0,0,0,Phcdogondawa,,,,11.03836,7.08122
